"Wall Time","Configuration ID","Run History ID","Generation Count","Run Count","Final Performance","Origin-Challenge-Round-1","Origin-Challenge-Round-128","Origin-Challenge-Round-15","Origin-Challenge-Round-16","Origin-Challenge-Round-2","Origin-Challenge-Round-256","Origin-Challenge-Round-28","Origin-Challenge-Round-32","Origin-Challenge-Round-4","Origin-Challenge-Round-64","Origin-Challenge-Round-8","Origin-DEFAULT","Origin-Final-Challenge-Round","Origin-Final-Challenge-Round-16","Origin-Model-Builder-1.0","Origin-Model-Builder-100.0","Origin-Model-Builder-103.0","Origin-Model-Builder-104.0","Origin-Model-Builder-105.0","Origin-Model-Builder-106.0","Origin-Model-Builder-107.0","Origin-Model-Builder-110.0","Origin-Model-Builder-111.0","Origin-Model-Builder-112.0","Origin-Model-Builder-113.0","Origin-Model-Builder-114.0","Origin-Model-Builder-115.0","Origin-Model-Builder-116.0","Origin-Model-Builder-117.0","Origin-Model-Builder-118.0","Origin-Model-Builder-119.0","Origin-Model-Builder-120.0","Origin-Model-Builder-121.0","Origin-Model-Builder-123.0","Origin-Model-Builder-124.0","Origin-Model-Builder-125.0","Origin-Model-Builder-126.0","Origin-Model-Builder-127.0","Origin-Model-Builder-128.0","Origin-Model-Builder-131.0","Origin-Model-Builder-132.0","Origin-Model-Builder-133.0","Origin-Model-Builder-134.0","Origin-Model-Builder-135.0","Origin-Model-Builder-136.0","Origin-Model-Builder-137.0","Origin-Model-Builder-138.0","Origin-Model-Builder-139.0","Origin-Model-Builder-14.0","Origin-Model-Builder-140.0","Origin-Model-Builder-141.0","Origin-Model-Builder-142.0","Origin-Model-Builder-143.0","Origin-Model-Builder-144.0","Origin-Model-Builder-145.0","Origin-Model-Builder-146.0","Origin-Model-Builder-147.0","Origin-Model-Builder-148.0","Origin-Model-Builder-149.0","Origin-Model-Builder-15.0","Origin-Model-Builder-150.0","Origin-Model-Builder-151.0","Origin-Model-Builder-152.0","Origin-Model-Builder-153.0","Origin-Model-Builder-154.0","Origin-Model-Builder-155.0","Origin-Model-Builder-156.0","Origin-Model-Builder-157.0","Origin-Model-Builder-158.0","Origin-Model-Builder-159.0","Origin-Model-Builder-160.0","Origin-Model-Builder-161.0","Origin-Model-Builder-162.0","Origin-Model-Builder-163.0","Origin-Model-Builder-164.0","Origin-Model-Builder-165.0","Origin-Model-Builder-166.0","Origin-Model-Builder-167.0","Origin-Model-Builder-168.0","Origin-Model-Builder-169.0","Origin-Model-Builder-170.0","Origin-Model-Builder-171.0","Origin-Model-Builder-172.0","Origin-Model-Builder-173.0","Origin-Model-Builder-174.0","Origin-Model-Builder-175.0","Origin-Model-Builder-176.0","Origin-Model-Builder-177.0","Origin-Model-Builder-178.0","Origin-Model-Builder-179.0","Origin-Model-Builder-180.0","Origin-Model-Builder-181.0","Origin-Model-Builder-182.0","Origin-Model-Builder-183.0","Origin-Model-Builder-19.0","Origin-Model-Builder-2.0","Origin-Model-Builder-21.0","Origin-Model-Builder-25.0","Origin-Model-Builder-27.0","Origin-Model-Builder-3.0","Origin-Model-Builder-30.0","Origin-Model-Builder-31.0","Origin-Model-Builder-34.0","Origin-Model-Builder-35.0","Origin-Model-Builder-36.0","Origin-Model-Builder-38.0","Origin-Model-Builder-39.0","Origin-Model-Builder-40.0","Origin-Model-Builder-42.0","Origin-Model-Builder-43.0","Origin-Model-Builder-44.0","Origin-Model-Builder-47.0","Origin-Model-Builder-5.0","Origin-Model-Builder-50.0","Origin-Model-Builder-52.0","Origin-Model-Builder-54.0","Origin-Model-Builder-56.0","Origin-Model-Builder-57.0","Origin-Model-Builder-61.0","Origin-Model-Builder-62.0","Origin-Model-Builder-63.0","Origin-Model-Builder-66.0","Origin-Model-Builder-67.0","Origin-Model-Builder-68.0","Origin-Model-Builder-69.0","Origin-Model-Builder-70.0","Origin-Model-Builder-71.0","Origin-Model-Builder-72.0","Origin-Model-Builder-74.0","Origin-Model-Builder-75.0","Origin-Model-Builder-78.0","Origin-Model-Builder-8.0","Origin-Model-Builder-80.0","Origin-Model-Builder-81.0","Origin-Model-Builder-82.0","Origin-Model-Builder-83.0","Origin-Model-Builder-84.0","Origin-Model-Builder-85.0","Origin-Model-Builder-87.0","Origin-Model-Builder-90.0","Origin-Model-Builder-91.0","Origin-Model-Builder-94.0","Origin-RANDOM",
"6.508","0x625E","18","4","4","0.3091376301765442","Continue=True; IncumbentCost=0.01; ChallengeCost=0.01; RunsNeededLeft=7; ","","","","Continue=True; IncumbentCost=0.023375000000000003; ChallengeCost=0.015; RunsNeededLeft=6; ","","","","Continue=False; IncumbentCost=0.047125; ChallengeCost=0.3091376301765442; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.1299491641961976; firstArg(k)=0.06; ModelVersion=5.0; ModelPoints=23.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"6.627","0x18B09","20","2","1","0.02","Continue=False; IncumbentCost=0.015; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=16; ",
"8.284","0xF3BF","21","3","2","0.25","Continue=True; IncumbentCost=0.036750000000000005; ChallengeCost=0.01; RunsNeededLeft=7; ","","","","Continue=False; IncumbentCost=0.08175; ChallengeCost=0.25; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.3358894204994112; firstArg(k)=0.0417; ModelVersion=8.0; ModelPoints=34.0; ","","","","","","","","","","","",
"8.486","0x3131D","22","6","64","0.02778205128205128","Continue=True; IncumbentCost=0.12675; ChallengeCost=0.08; RunsNeededLeft=7; ","","","","Continue=True; IncumbentCost=0.068375; ChallengeCost=0.04; RunsNeededLeft=6; ","","","","Continue=True; IncumbentCost=0.057833333333333334; ChallengeCost=0.03333333333333333; RunsNeededLeft=4; ","","Continue=Final; IncumbentCost=0.0417; ChallengeCost=0.028; ","","NewIncumbent=True; IncumbentCost=0.0417; ChallengeCost=0.028166666666666666; IncumbentRuns=8; ChallengerRuns=16; OldIncumbent=2 (0x0012); State=RUNNING; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=17; ",
"8.858","0x27F98","23","4","4","0.0625","Continue=True; IncumbentCost=0.01; ChallengeCost=0.01; RunsNeededLeft=7; ","","","","Continue=True; IncumbentCost=0.023375000000000003; ChallengeCost=0.0050; RunsNeededLeft=6; ","","","","Continue=False; IncumbentCost=0.047125; ChallengeCost=0.0625; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.3205626809668405; firstArg(k)=0.0417; ModelVersion=14.0; ModelPoints=43.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"9.07","0x39407","26","2","1","1.1673750508308411","Continue=False; IncumbentCost=0.12675; ChallengeCost=1.1673750508308411; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=18; ",
"10.104","0x2B814","24","5","8","0.063","Continue=True; IncumbentCost=0.01; ChallengeCost=0.01; RunsNeededLeft=7; ","","","","Continue=True; IncumbentCost=0.023375000000000003; ChallengeCost=0.015; RunsNeededLeft=6; ","","","","Continue=True; IncumbentCost=0.020583333333333335; ChallengeCost=0.02; RunsNeededLeft=4; ","","Continue=False; IncumbentCost=0.028166666666666666; ChallengeCost=0.063; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.2626387675815303; firstArg(k)=0.0417; ModelVersion=15.0; ModelPoints=45.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"10.702","0x49E0B","25","6","15","0.034999999999999996","Continue=True; IncumbentCost=0.036750000000000005; ChallengeCost=0.01; RunsNeededLeft=7; ","","Continue=False; IncumbentCost=0.02742857142857143; ChallengeCost=0.034999999999999996; ","","Continue=True; IncumbentCost=0.036750000000000005; ChallengeCost=0.01; RunsNeededLeft=6; ","","","","Continue=True; IncumbentCost=0.01138888888888889; ChallengeCost=0.01; RunsNeededLeft=12; ","","Continue=True; IncumbentCost=0.014642857142857143; ChallengeCost=0.011666666666666667; RunsNeededLeft=24; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=19; ",
"10.759","0x3FA9D","27","3","2","0.015","Continue=True; IncumbentCost=0.01; ChallengeCost=0.01; RunsNeededLeft=7; ","","","","Continue=False; IncumbentCost=0.0125; ChallengeCost=0.015; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.447940617639468; firstArg(k)=0.0417; ModelVersion=19.0; ModelPoints=52.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12.051","0x62CA2","28","6","16","0.23341722544987997","Continue=True; IncumbentCost=0.02; ChallengeCost=0.01; RunsNeededLeft=7; ","","","Continue=False; IncumbentCost=0.02742857142857143; ChallengeCost=0.23341722544987997; ","Continue=True; IncumbentCost=0.013750000000000002; ChallengeCost=0.01; RunsNeededLeft=14; ","","","","Continue=True; IncumbentCost=0.011190476190476192; ChallengeCost=0.01; RunsNeededLeft=28; ","","Continue=True; IncumbentCost=0.011190476190476192; ChallengeCost=0.008888888888888889; RunsNeededLeft=24; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=20; ",
"12.321","0x47B83","31","2","1","1.1673750508308411","Continue=False; IncumbentCost=0.08; ChallengeCost=1.1673750508308411; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.338130094981053; firstArg(k)=0.0417; ModelVersion=21.0; ModelPoints=56.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12.805","0x6F8E5","29","2","1","0.03","Continue=False; IncumbentCost=0.026666666666666665; ChallengeCost=0.03; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=21; ",
"12.993","0x5BDFF","32","2","1","0.51","Continue=False; IncumbentCost=0.08; ChallengeCost=0.51; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.9650188793172565; firstArg(k)=0.0417; ModelVersion=25.0; ModelPoints=64.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13.629","0x76A7C","30","3","2","0.02","Continue=True; IncumbentCost=0.026666666666666665; ChallengeCost=0.02; RunsNeededLeft=15; ","","","","Continue=False; IncumbentCost=0.0175; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=22; ",
"14.036","0x6A8CD","33","4","4","0.2863858595609665","Continue=True; IncumbentCost=0.026666666666666665; ChallengeCost=0.01; RunsNeededLeft=15; ","","","","Continue=True; IncumbentCost=0.025; ChallengeCost=0.01; RunsNeededLeft=30; ","","","","Continue=False; IncumbentCost=0.05178571428571428; ChallengeCost=0.2863858595609665; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.8401991906667958; firstArg(k)=0.0417; ModelVersion=27.0; ModelPoints=71.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
